contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,optionType
SPY250731C00547000,2025-07-16,547.0,77.36,80.4,82.47,0.0,0.0,1.0,12,0.5506636730957033,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00548000,2025-07-14,548.0,78.41,79.41,81.29,0.0,0.0,2.0,9,0.532231240234375,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00549000,2025-07-18,549.0,79.1,79.22,80.39,7.6500015,10.706791,4.0,584,0.5336960693359375,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00550000,2025-07-18,550.0,78.39,78.16,78.54,0.12999725,0.16610944,7.0,2248,0.45972219970703126,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00551000,2025-07-17,551.0,77.05,76.42,78.5,0.0,0.0,1.0,67,0.5299119274902344,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00552000,2025-07-17,552.0,76.36,75.42,77.49,0.099998474,0.13112834,30.0,68,0.523442265625,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00553000,2025-07-03,553.0,75.24,75.34,75.5,0.0,0.0,1.0,155,0.44043528320312497,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00554000,2025-07-15,554.0,70.19,74.36,74.5,0.0,0.0,1.0,70,0.43530838134765626,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00555000,2025-07-17,555.0,72.3,73.35,73.51,0.0,0.0,1.0,203,0.43115803222656257,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00556000,2025-07-16,556.0,66.49,72.37,72.51,0.0,0.0,40.0,90,0.4260311303710938,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00557000,2025-07-17,557.0,71.25,71.37,71.52,0.0,0.0,1.0,75,0.42188078125,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00558000,2025-07-17,558.0,71.3,70.36,70.52,0.0,0.0,1.0,69,0.4167538793945312,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00559000,2025-07-16,559.0,64.51,69.38,69.53,0.0,0.0,1.0,54,0.4124814611816406,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00560000,2025-07-18,560.0,68.01,68.37,68.53,-1.3499985,-1.9463645,4.0,566,0.40735455932617193,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00561000,2025-07-17,561.0,67.28,67.39,67.54,0.0,0.0,1.0,706,0.4030821411132813,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00562000,2025-07-18,562.0,67.6,66.4,66.54,1.6199951,2.455282,1.0,169,0.3979552392578125,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00563000,2025-07-17,563.0,65.69,65.4,65.55,0.0,0.0,1.0,875,0.3936828210449219,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00564000,2025-07-18,564.0,64.44,64.41,64.55,-0.5299988,-0.81575924,1.0,164,0.38843385009765624,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00565000,2025-07-17,565.0,62.82,63.4,63.56,-0.8499985,-1.3350064,6.0,2848,0.3841614318847656,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00566000,2025-07-14,566.0,60.21,62.41,62.56,0.0,0.0,1.0,160,0.3790345300292969,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00567000,2025-07-18,567.0,61.12,61.41,61.57,4.829998,8.580561,1.0,321,0.3746400427246094,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00568000,2025-07-16,568.0,53.7,60.43,60.58,0.0,0.0,1.0,110,0.37036762451171873,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00569000,2025-07-16,569.0,56.32,59.44,59.58,0.0,0.0,12.0,145,0.36511865356445317,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00570000,2025-07-18,570.0,58.17,58.43,58.59,-0.55000305,-0.9366537,8.0,10438,0.36072416625976556,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00571000,2025-07-18,571.0,57.18,57.45,57.6,2.3100014,4.2099533,2.0,93,0.35632967895507806,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00572000,2025-07-18,572.0,56.58,56.46,56.6,1.0400009,1.8725259,1.0,57,0.35108070800781244,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00573000,2025-07-11,573.0,56.95,55.45,55.61,4.369999,8.311143,1.0,76,0.34668622070312494,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00574000,2025-07-14,574.0,52.72,54.46,54.62,0.0,0.0,21.0,272,0.3421696643066406,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00575000,2025-07-17,575.0,54.11,53.48,53.62,0.0,0.0,3.0,674,0.336920693359375,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00576000,2025-07-15,576.0,49.21,52.49,52.63,0.0,0.0,4.0,271,0.3324041369628906,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00577000,2025-07-15,577.0,47.89,51.5,51.64,0.0,0.0,2.0,104,0.3278875805664062,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00578000,2025-07-17,578.0,51.44,50.51,50.65,0.0,0.0,7.0,3185,0.3232489550781249,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00579000,2025-07-17,579.0,47.64,49.52,49.66,0.0,0.0,2.0,254,0.3186103295898437,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00580000,2025-07-18,580.0,48.49,48.53,48.67,-0.7899971,-1.6030786,6.0,1921,0.31409377319335935,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00581000,2025-07-18,581.0,48.19,47.54,47.68,-0.09000015,-0.18641292,87.0,254,0.3094551477050781,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00582000,2025-07-17,582.0,47.34,46.54,46.69,0.0,0.0,1.0,182,0.304694453125,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00583000,2025-07-18,583.0,46.7,45.56,45.7,5.8199997,14.23679,1.0,359,0.30005582763671873,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00584000,2025-07-16,584.0,39.97,44.56,44.71,0.0,0.0,3.0,338,0.29529513305664057,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00585000,2025-07-18,585.0,43.33,43.57,43.73,-1.0099983,-2.2778492,3.0,17852,0.2912668530273437,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00586000,2025-07-18,586.0,43.09,42.6,42.74,0.5400009,1.2690973,2.0,403,0.2863840893554687,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00587000,2025-07-18,587.0,41.99,41.6,41.75,0.44000244,1.058971,4.0,812,0.28162339477539056,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00588000,2025-07-17,588.0,41.64,40.63,40.77,0.0,0.0,3.0,535,0.27735097656249996,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00589000,2025-07-17,589.0,40.44,39.65,39.79,0.0,0.0,2.0,542,0.27307855834960937,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00590000,2025-07-17,590.0,38.59,38.67,38.81,-0.829998,-2.1055253,7.0,2105,0.26868407104492187,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00591000,2025-07-18,591.0,37.51,37.69,37.83,2.5,7.1408176,3.0,510,0.26428958374023437,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00592000,2025-07-18,592.0,36.97,36.7,36.85,-0.5999985,-1.5970148,1.0,601,0.25989509643554687,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00593000,2025-07-18,593.0,35.65,35.74,35.87,0.670002,1.915386,7.0,501,0.2553785400390626,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00594000,2025-07-10,594.0,33.77,34.75,34.9,0.0,0.0,2.0,381,0.25135026000976557,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00595000,2025-07-18,595.0,33.63,33.78,33.93,-1.0399971,-2.9997034,15.0,1634,0.24719991088867188,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00596000,2025-07-16,596.0,30.1,32.83,32.96,0.0,0.0,15.0,566,0.2430495617675781,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00597000,2025-07-17,597.0,33.05,31.85,32.0,0.0,0.0,9.0,742,0.23926541992187497,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00598000,2025-07-18,598.0,30.95,30.89,31.04,-0.32999992,-1.054987,1.0,662,0.23535920898437498,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00599000,2025-07-18,599.0,30.0,29.95,30.08,0.17000008,0.56989634,6.0,655,0.231452998046875,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00600000,2025-07-18,600.0,28.7,28.98,29.09,-1.1599998,-3.8847952,45.0,11861,0.22595988891601562,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00601000,2025-07-17,601.0,27.82,28.05,28.17,0.0,0.0,4.0,1137,0.22364057617187497,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00602000,2025-07-17,602.0,27.24,27.09,27.23,-0.72999954,-2.6099377,16.0,716,0.22022264160156246,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00603000,2025-07-18,603.0,26.16,26.15,26.29,-0.22999954,-0.8715405,11.0,1033,0.21662160339355468,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00604000,2025-07-17,604.0,24.7,25.23,25.35,-1.4399986,-5.5087934,1.0,575,0.21289849609375,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00605000,2025-07-18,605.0,24.16,24.3,24.42,-0.29000092,-1.1860977,43.0,5045,0.20941952697753902,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00606000,2025-07-18,606.0,22.87,23.38,23.5,-0.62999916,-2.6808474,4.0,401,0.20618469604492184,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00607000,2025-07-18,607.0,22.09,22.46,22.58,-1.4899998,-6.3189135,3.0,852,0.20276676147460934,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00608000,2025-07-18,608.0,21.25,21.55,21.67,-0.75,-3.409091,12.0,636,0.19947089599609374,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00609000,2025-07-17,609.0,20.32,20.65,20.76,-0.20000076,-0.9746626,3.0,1396,0.19599192687988282,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00610000,2025-07-18,610.0,19.75,19.74,19.86,-1.1299992,-5.411874,418.0,4814,0.1926960614013672,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00611000,2025-07-17,611.0,19.99,18.85,18.97,0.3199997,1.6268413,3.0,1453,0.18946123046875002,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00612000,2025-07-18,612.0,17.66,17.99,18.09,-0.8299999,-4.4889126,8.0,2416,0.1863484686279297,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00613000,2025-07-18,613.0,17.13,17.12,17.22,-0.7200012,-4.0336204,1.0,2182,0.18329674133300777,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00614000,2025-07-18,614.0,16.11,16.26,16.36,-1.039999,-6.0641346,5.0,827,0.18024501403808596,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00615000,2025-07-18,615.0,15.12,15.41,15.51,-1.3000002,-7.9171753,24.0,7282,0.17719328674316404,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00616000,2025-07-18,616.0,15.67,14.58,14.67,0.020000458,0.12779845,2.0,948,0.17414155944824222,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00617000,2025-07-18,617.0,13.8,13.76,13.82,-1.0,-6.7567563,5.0,1401,0.17054052124023442,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00618000,2025-07-18,618.0,12.67,12.95,13.03,-1.3800001,-9.822064,9.0,1570,0.1682212084960938,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00619000,2025-07-18,619.0,12.01,12.16,12.23,-1.0,-7.686395,13.0,1503,0.16523051574707032,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00620000,2025-07-18,620.0,11.41,11.38,11.45,-0.8600006,-7.00897,338.0,10308,0.1624229266357422,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00621000,2025-07-18,621.0,10.39,10.62,10.69,-1.1099997,-9.652171,8.0,3163,0.15973740661621094,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00622000,2025-07-18,622.0,9.82,9.89,9.94,-1.0900002,-9.990836,33.0,1529,0.1568687829589844,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00623000,2025-07-18,623.0,9.27,9.17,9.21,-0.7699995,-7.6693177,46.0,2027,0.15403067657470704,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00624000,2025-07-18,624.0,8.28,8.47,8.51,-1.0100002,-10.871908,73.0,1759,0.15146722564697268,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00625000,2025-07-18,625.0,7.83,7.8,7.83,-0.78999996,-9.164733,1060.0,7298,0.14887325744628904,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00626000,2025-07-18,626.0,7.15,7.15,7.18,-0.80999994,-10.175879,668.0,1267,0.14646239288330076,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00627000,2025-07-18,627.0,6.53,6.53,6.55,-0.80999994,-11.035421,3128.0,4912,0.14399049377441403,True,REGULAR,USD,2025-07-31,CALL
SPY250731C00628000,2025-07-18,628.0,5.94,5.93,5.96,-0.7199998,-10.810808,870.0,1217,0.14185428466796873,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00629000,2025-07-18,629.0,5.37,5.37,5.39,-0.99000025,-15.566041,619.0,2880,0.13956548919677736,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00630000,2025-07-18,630.0,4.82,4.83,4.85,-0.78999996,-14.081995,1784.0,12949,0.1373377282714844,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00631000,2025-07-18,631.0,4.41,4.32,4.34,-0.6700001,-13.188977,410.0,2696,0.13520151916503909,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00632000,2025-07-18,632.0,3.84,3.85,3.86,-0.74,-16.157206,149.0,1343,0.13306531005859373,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00633000,2025-07-18,633.0,3.42,3.4,3.42,-0.6999998,-16.990288,33.0,1436,0.1311732391357422,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00634000,2025-07-18,634.0,3.08,3.0,3.01,-0.52,-14.444444,318.0,3964,0.12928116821289062,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00635000,2025-07-18,635.0,2.66,2.62,2.64,-0.6099999,-18.654432,848.0,3175,0.12769427001953126,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00636000,2025-07-18,636.0,2.43,2.28,2.3,-0.46000004,-15.916956,107.0,1520,0.12610737182617188,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00637000,2025-07-18,637.0,1.93,1.97,1.99,-0.62,-24.313726,908.0,1603,0.1245204736328125,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00638000,2025-07-18,638.0,1.69,1.69,1.71,-0.5799999,-25.550657,161.0,1716,0.12305564453125001,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00639000,2025-07-18,639.0,1.46,1.44,1.46,-0.48000002,-24.742268,506.0,2923,0.12165184997558594,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00640000,2025-07-18,640.0,1.22,1.22,1.24,-0.44999993,-26.946104,1005.0,4167,0.12037012451171875,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00645000,2025-07-18,645.0,0.49,0.49,0.5,-0.26999998,-35.526314,939.0,6819,0.11524322265625,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00650000,2025-07-18,650.0,0.18,0.17,0.18,-0.13999999,-43.749996,540.0,12143,0.11255770263671874,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00655000,2025-07-18,655.0,0.07,0.06,0.07,-0.059999995,-46.153843,147.0,5458,0.11426666992187501,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00660000,2025-07-18,660.0,0.04,0.03,0.04,-0.010000002,-20.000004,206.0,5589,0.12207909179687501,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00665000,2025-07-18,665.0,0.01,0.02,0.03,-0.02,-66.66667,31.0,3547,0.133797724609375,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00670000,2025-07-18,670.0,0.01,0.01,0.02,-0.01,-50.0,53.0,2488,0.14258669921875,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00675000,2025-07-17,675.0,0.01,0.01,0.02,0.0,0.0,3.0,1215,0.1562584375,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00680000,2025-07-18,680.0,0.01,0.01,0.02,-0.01,-50.0,24.0,5577,0.16993017578125003,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00685000,2025-07-17,685.0,0.01,0.0,0.01,0.0,0.0,22.0,1312,0.17188328125000002,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00690000,2025-07-16,690.0,0.01,0.0,0.01,0.0,0.0,20.0,261,0.18555501953124998,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00695000,2025-07-17,695.0,0.01,0.0,0.01,0.0,0.0,1000.0,1439,0.1992267578125,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00700000,2025-07-15,700.0,0.01,0.0,0.01,0.0,0.0,50.0,3106,0.21094539062499998,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00705000,2025-07-15,705.0,0.01,0.0,0.01,0.0,0.0,16.0,1661,0.22266402343749997,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00710000,2025-07-03,710.0,0.01,0.0,0.01,0.0,0.0,1.0,368,0.23438265625,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00715000,2025-07-11,715.0,0.01,0.0,0.01,0.0,0.0,7.0,16496,0.2500075,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00720000,2025-07-17,720.0,0.01,0.0,0.01,0.0,0.0,1.0,16454,0.2617261328125,False,REGULAR,USD,2025-07-31,CALL
SPY250731C00730000,2025-07-17,730.0,0.01,0.0,0.01,0.0,0.0,3.0,22865,0.28516339843749994,False,REGULAR,USD,2025-07-31,CALL
SPY250801C00405000,2025-06-26,405.0,207.41,222.23,224.31,0.0,0.0,,0,1.1533245458984376,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00415000,2025-07-11,415.0,210.5,212.25,214.33,0.0,0.0,4.0,2,1.1008345739746095,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00450000,2025-06-20,450.0,146.65,177.35,179.4,0.0,0.0,2.0,2,0.9257819921875,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00465000,2025-06-20,465.0,133.33,162.36,164.45,0.0,0.0,7.0,6,0.8513198461914062,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00480000,2025-07-11,480.0,145.34,147.4,149.47,0.0,0.0,14.0,9,0.7780783911132813,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00485000,2025-07-14,485.0,143.31,142.44,144.52,3.4400024,2.4594285,1.0,2,0.7587914746093751,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00490000,2025-06-18,490.0,111.71,137.46,139.55,0.0,0.0,1.0,2,0.7365748999023438,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00495000,2025-07-01,495.0,125.13,132.46,134.53,0.0,0.0,2.0,1,0.7097196997070312,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00500000,2025-07-17,500.0,128.27,127.48,129.56,0.21000671,0.16399087,4.0,13,0.6875031250000001,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00505000,2025-07-09,505.0,118.8,122.49,124.56,0.0,0.0,2.0,2,0.6626010302734376,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00510000,2025-07-10,510.0,117.83,117.51,119.38,0.0,0.0,,4,0.6272009936523439,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00515000,2025-07-11,515.0,109.12,112.53,114.51,0.0,0.0,1.0,0,0.611576149902344,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00520000,2025-07-18,520.0,109.15,107.54,109.59,7.8600006,7.759898,13.0,15,0.5916788879394532,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00525000,2025-07-15,525.0,103.16,102.56,104.64,0.0,0.0,17.0,9,0.570316796875,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00530000,2025-07-18,530.0,98.69,97.58,99.65,5.100006,5.449307,1.0,7,0.5468795312500001,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00535000,2025-07-14,535.0,90.33,92.6,94.65,0.0,0.0,5.0,52,0.5227098510742187,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00540000,2025-07-14,540.0,85.41,87.62,89.65,0.0,0.0,5.0,30,0.5777630114746093,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00545000,2025-07-17,545.0,83.09,82.64,84.69,0.0,0.0,2.0,28,0.5526167785644531,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00550000,2025-07-18,550.0,78.21,78.58,78.74,1.4899979,1.9421244,4.0,16,0.45752495605468757,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00555000,2025-07-09,555.0,70.74,73.62,73.77,0.0,0.0,1.0,28,0.43469803588867195,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00560000,2025-07-17,560.0,68.36,68.65,68.8,0.0,0.0,5.0,24,0.4115049084472656,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00565000,2025-07-18,565.0,64.5,63.67,63.83,-0.22000122,-0.3399277,1.0,117,0.3881897119140625,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00570000,2025-07-18,570.0,58.47,58.73,58.87,-0.020000458,-0.03419466,22.0,51,0.36511865356445317,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00575000,2025-07-18,575.0,53.4,53.76,53.92,5.920002,12.468411,2.0,91,0.34229173339843744,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00578000,2025-07-18,578.0,50.81,50.81,50.95,2.3400002,4.8277287,2.0,3,0.3284979260253906,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00579000,2025-07-15,579.0,49.9,49.81,49.96,4.2800026,9.381856,1.0,6,0.3237372314453124,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00580000,2025-07-18,580.0,48.52,48.82,48.98,-1.4399986,-2.882303,6.0,55,0.3197089514160155,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00581000,2025-07-11,581.0,45.88,47.85,47.99,0.0,0.0,15.0,11,0.3149482568359374,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00582000,2025-07-18,582.0,46.51,46.85,47.01,-0.25,-0.534645,3.0,7,0.3107979077148437,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00583000,2025-07-09,583.0,43.94,45.88,46.02,0.0,0.0,1.0,3,0.30597617858886716,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00584000,2025-07-15,584.0,44.62,44.9,45.04,2.079998,4.889511,1.0,3,0.301764794921875,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00585000,2025-07-18,585.0,43.73,43.92,44.06,0.20000076,0.459455,3.0,48,0.2973703076171874,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00586000,2025-07-18,586.0,42.4,42.94,43.08,-1.4300003,-3.2626061,2.0,24,0.2930978894042968,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00587000,2025-07-16,587.0,37.92,41.96,42.1,0.0,0.0,180.0,187,0.2887034020996093,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00588000,2025-07-17,588.0,40.8,40.98,41.12,0.0,0.0,1.0,92,0.2843089147949218,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00589000,2025-07-11,589.0,37.79,39.99,40.14,0.0,0.0,6.0,14,0.2797923583984374,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00590000,2025-07-18,590.0,39.0,39.02,39.17,-0.5699997,-1.4404844,4.0,112,0.2757640783691406,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00591000,2025-07-17,591.0,37.25,38.06,38.2,0.0,0.0,1.0,28,0.27173579833984374,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00592000,2025-07-16,592.0,37.5,37.08,37.23,3.6699982,10.848353,1.0,119,0.26758544921875,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00592500,2025-07-18,592.5,36.58,36.61,36.74,1.9600029,5.661476,6.0,23,0.2652661364746094,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00593000,2025-07-18,593.0,35.99,36.13,36.26,1.6800003,4.8965325,1.0,56,0.2633130310058594,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00594000,2025-07-18,594.0,34.54,35.15,35.3,2.1500015,6.6378565,2.0,100,0.25952888916015626,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00595000,2025-07-18,595.0,33.92,34.19,34.34,3.4299984,11.249585,35.0,98,0.2556226782226563,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00596000,2025-07-16,596.0,30.72,33.25,33.38,0.0,0.0,1.0,119,0.25165543273925783,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00597000,2025-07-18,597.0,32.26,32.28,32.43,-0.25,-0.7689942,1.0,88,0.24799335998535155,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00597500,2025-07-17,597.5,31.38,31.82,31.95,0.0,0.0,60.0,173,0.24597921997070313,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00598000,2025-07-18,598.0,31.7,31.33,31.48,-0.30999756,-0.96843976,3.0,477,0.2442702526855469,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00599000,2025-07-18,599.0,31.72,30.4,30.53,1.3799992,4.548448,2.0,97,0.24042507629394527,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00600000,2025-07-18,600.0,29.65,29.46,29.59,-0.5300007,-1.7561322,85.0,759,0.23688507263183595,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00601000,2025-07-17,601.0,29.18,28.51,28.65,0.0,0.0,28.0,216,0.2332229998779297,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00602000,2025-07-18,602.0,27.45,27.59,27.71,3.3000011,13.664601,6.0,239,0.22943885803222658,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00602500,2025-07-17,602.5,28.42,27.13,27.25,0.2800007,0.99502736,6.0,534,0.2278519598388672,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00603000,2025-07-18,603.0,26.66,26.65,26.79,0.15999985,0.603773,2.0,77,0.22620402709960938,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00604000,2025-07-18,604.0,25.39,25.74,25.86,-1.0300007,-3.8985643,6.0,99,0.2225419543457031,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00605000,2025-07-18,605.0,24.64,24.83,24.94,-0.6000004,-2.3771806,28.0,326,0.2190629852294922,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00606000,2025-07-18,606.0,23.45,23.92,24.03,-1.5799999,-6.3124247,3.0,189,0.21576711975097657,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00607000,2025-07-18,607.0,22.97,23.0,23.13,-0.12000084,-0.51970917,9.0,486,0.21265435791015624,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00607500,2025-07-17,607.5,22.07,22.55,22.68,0.0,0.0,1.0,69,0.2110064251708984,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00608000,2025-07-18,608.0,21.69,22.12,22.23,-1.6000004,-6.8699026,24.0,499,0.2093584924316406,True,REGULAR,USD,2025-08-01,CALL
SPY250801C00609000,2025-07-17,609.0,21.1,21.23,21.34,0.0,0.0,1.0,173,0.20618469604492184,True,REGULAR,USD,2025-08-01,CALL
