contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,optionType
SPY250722C00621000,2025-07-18,621.0,6.93,7.11,7.21,-1.2000003,-14.760152,39.0,265,0.149422568359375,True,REGULAR,USD,2025-07-22,CALL
SPY250722C00622000,2025-07-18,622.0,6.32,6.22,6.31,-1.0999999,-14.824796,126.0,982,0.14258669921875,True,REGULAR,USD,2025-07-22,CALL
SPY250722C00623000,2025-07-18,623.0,5.39,5.37,5.44,-1.0100002,-15.781254,394.0,729,0.13611703735351563,True,REGULAR,USD,2025-07-22,CALL
SPY250722C00624000,2025-07-18,624.0,4.51,4.55,4.61,-1.2299995,-21.428564,1223.0,838,0.1302577209472656,True,REGULAR,USD,2025-07-22,CALL
SPY250722C00625000,2025-07-18,625.0,3.77,3.78,3.83,-1.1799998,-23.83838,1411.0,1649,0.12513081909179688,True,REGULAR,USD,2025-07-22,CALL
SPY250722C00626000,2025-07-18,626.0,3.07,3.07,3.09,-1.1400001,-27.078386,3786.0,978,0.11939357177734375,True,REGULAR,USD,2025-07-22,CALL
SPY250722C00627000,2025-07-18,627.0,2.44,2.42,2.43,-1.1599998,-32.22222,8842.0,868,0.11487701538085937,True,REGULAR,USD,2025-07-22,CALL
SPY250722C00628000,2025-07-18,628.0,1.85,1.84,1.85,-1.08,-36.86007,12301.0,1367,0.11072666625976563,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00629000,2025-07-18,629.0,1.35,1.34,1.35,-1.0400001,-43.514645,12635.0,3895,0.10669838623046876,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00630000,2025-07-18,630.0,0.94,0.94,0.95,-0.96,-50.526314,14533.0,2497,0.10352458984374999,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00631000,2025-07-18,631.0,0.64,0.63,0.64,-0.82000005,-56.164383,2946.0,887,0.10083906982421875,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00632000,2025-07-18,632.0,0.4,0.4,0.41,-0.69000006,-63.302757,4709.0,967,0.09839768798828125,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00633000,2025-07-18,633.0,0.25,0.24,0.25,-0.55,-68.75,5240.0,767,0.09644458251953125,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00634000,2025-07-18,634.0,0.15,0.14,0.15,-0.4,-72.72727,2922.0,1129,0.09546802978515626,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00635000,2025-07-18,635.0,0.09,0.08,0.09,-0.29,-76.31579,6295.0,3269,0.09571216796875001,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00636000,2025-07-18,636.0,0.04,0.04,0.05,-0.21000001,-84.0,1656.0,792,0.09522389160156251,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00637000,2025-07-18,637.0,0.02,0.02,0.03,-0.14,-87.5,942.0,1302,0.09668872070312501,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00638000,2025-07-18,638.0,0.02,0.01,0.02,-0.08,-80.0,4366.0,2086,0.09961837890625,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00639000,2025-07-18,639.0,0.01,0.01,0.02,-0.04,-80.0,274.0,582,0.10743080078125,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00640000,2025-07-18,640.0,0.01,0.01,0.02,-0.03,-75.0,283.0,1690,0.11524322265625,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00641000,2025-07-18,641.0,0.01,0.01,0.02,-0.02,-66.66667,21.0,47,0.12305564453125001,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00642000,2025-07-18,642.0,0.01,0.0,0.01,-0.01,-50.0,524.0,354,0.1211025390625,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00643000,2025-07-18,643.0,0.01,0.0,0.01,0.0,0.0,18.0,219,0.1289149609375,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00644000,2025-07-17,644.0,0.01,0.0,0.01,0.0,0.0,4.0,479,0.13672738281250002,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00645000,2025-07-18,645.0,0.01,0.0,0.01,0.0,0.0,448.0,585,0.14258669921875,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00646000,2025-07-17,646.0,0.01,0.0,0.01,0.0,0.0,2.0,205,0.148446015625,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00647000,2025-07-18,647.0,0.01,0.0,0.01,-0.01,-50.0,2.0,42,0.1562584375,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00648000,2025-07-15,648.0,0.02,0.0,0.01,0.0,0.0,199.0,199,0.16407085937500002,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00649000,2025-07-15,649.0,0.02,0.0,0.01,0.0,0.0,6.0,41,0.17188328125000002,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00650000,2025-07-16,650.0,0.01,0.0,0.01,0.0,0.0,25.0,202,0.179695703125,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00655000,2025-07-16,655.0,0.01,0.0,0.01,0.0,0.0,162.0,206,0.21094539062499998,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00660000,2025-07-10,660.0,0.03,0.0,0.01,0.0,0.0,,9,0.2461012890625,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00665000,2025-07-08,665.0,0.03,0.0,0.01,0.0,0.0,,2,0.28125718749999995,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00670000,2025-07-15,670.0,0.01,0.0,0.01,0.0,0.0,80.0,81,0.31250687499999996,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00675000,2025-07-15,675.0,0.01,0.0,0.01,0.0,0.0,1.0,271,0.3437565625,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00685000,2025-07-08,685.0,0.01,0.0,0.01,0.0,0.0,,1,0.4062559375,False,REGULAR,USD,2025-07-22,CALL
SPY250722C00690000,2025-07-09,690.0,0.02,0.0,0.01,0.0,0.0,,1,0.437505625,False,REGULAR,USD,2025-07-22,CALL
SPY250723C00560000,2025-07-11,560.0,63.2,66.81,68.76,0.0,0.0,1.0,1,0.596683720703125,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00575000,2025-07-18,575.0,52.3,51.75,53.82,2.3999977,4.8096147,5.0,1,0.672122419433594,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00595000,2025-07-17,595.0,32.74,31.78,33.87,0.0,0.0,11.0,15,0.46753462158203124,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00600000,2025-07-17,600.0,27.57,26.83,28.77,-1.1000004,-3.8367643,6.0,16,0.40381455566406255,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00605000,2025-07-18,605.0,22.45,22.76,22.9,-0.9399986,-4.0188055,6.0,22,0.2512281909179687,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00610000,2025-07-18,610.0,17.73,17.82,17.94,4.2699995,31.723621,38.0,14,0.2111895288085937,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00611000,2025-07-16,611.0,16.6,16.84,16.98,4.4300003,36.40099,4.0,19,0.2067950415039062,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00613000,2025-07-18,613.0,14.67,14.88,15.03,-0.07999992,-0.54237235,5.0,18,0.1928791650390625,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00614000,2025-07-18,614.0,13.45,13.93,14.06,-0.34000015,-2.465556,6.0,45,0.1860432958984375,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00615000,2025-07-18,615.0,12.98,12.98,13.1,-0.9900007,-7.086619,106.0,138,0.179695703125,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00617000,2025-07-18,617.0,11.04,11.08,11.22,-1.3000002,-10.534847,230.0,211,0.16883155395507815,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00618000,2025-07-18,618.0,10.21,10.18,10.28,-0.8199997,-7.4342675,65.0,263,0.16236189208984375,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00619000,2025-07-18,619.0,9.3,9.27,9.38,-0.92999935,-9.090903,149.0,201,0.15796740478515625,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00620000,2025-07-18,620.0,8.43,8.39,8.49,-0.96000004,-10.223642,273.0,571,0.1530846411132813,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00621000,2025-07-18,621.0,7.52,7.52,7.61,-1.1600003,-13.3640585,237.0,405,0.14783567016601565,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00622000,2025-07-18,622.0,6.8,6.69,6.77,-1.0099998,-12.932136,162.0,511,0.143563251953125,True,REGULAR,USD,2025-07-23,CALL
SPY250723C00623000,2025-07-18,623.0,6.0,5.88,5.95,-1.0300002,-14.651497,245.0,572,0.13892462646484377,True,REGULAR,USD,2025-07-23,CALL
