contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,optionType
SPY250815P00529000,2025-07-18,529.0,0.46,0.41,0.42,-0.00999999,-2.1276574,3.0,1504,0.32031929687499994,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00530000,2025-07-18,530.0,0.45,0.42,0.43,-0.030000001,-6.250001,118.0,16137,0.3186103295898437,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00531000,2025-07-18,531.0,0.47,0.43,0.44,-0.02000001,-4.081635,51.0,4301,0.3166572241210937,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00532000,2025-07-18,532.0,0.48,0.43,0.44,-0.02000001,-4.000002,98.0,1415,0.31372756591796874,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00533000,2025-07-18,533.0,0.44,0.44,0.45,-0.060000002,-12.0,39.0,2291,0.3117744604492187,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00534000,2025-07-18,534.0,0.46,0.45,0.46,-0.049999982,-9.803918,216.0,3112,0.30982135498046875,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00535000,2025-07-18,535.0,0.48,0.45,0.46,-0.03999999,-7.6923065,111.0,7600,0.30664755859375,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00536000,2025-07-18,536.0,0.48,0.46,0.47,-0.049999982,-9.433959,1.0,1620,0.304694453125,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00537000,2025-07-18,537.0,0.48,0.47,0.48,-0.060000032,-11.111116,146.0,1126,0.30274134765625,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00538000,2025-07-18,538.0,0.51,0.48,0.49,-0.030000031,-5.555561,9.0,4850,0.3006661730957031,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00539000,2025-07-18,539.0,0.51,0.48,0.49,-0.050000012,-8.928574,266.0,2611,0.29761444580078117,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00540000,2025-07-18,540.0,0.5,0.49,0.5,-0.050000012,-9.090911,910.0,34290,0.2955392712402344,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00541000,2025-07-18,541.0,0.54,0.5,0.51,-0.03999996,-6.896545,51.0,3765,0.2934640966796874,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00542000,2025-07-18,542.0,0.52,0.51,0.52,-0.06999999,-11.864406,49.0,11930,0.2912668530273437,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00543000,2025-07-18,543.0,0.54,0.52,0.53,-0.060000002,-10.0,274.0,1267,0.28919167846679683,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00544000,2025-07-17,544.0,0.54,0.53,0.54,-0.06999999,-11.475409,3.0,2630,0.2869944348144531,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00545000,2025-07-18,545.0,0.57,0.54,0.55,-0.030000031,-5.000005,44.0,15677,0.28479719116210933,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00546000,2025-07-18,546.0,0.56,0.54,0.55,-0.06999999,-11.11111,3.0,2199,0.28174546386718746,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00547000,2025-07-18,547.0,0.59,0.55,0.56,-0.050000012,-7.8125024,134.0,2292,0.2795482202148437,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00548000,2025-07-18,548.0,0.58,0.56,0.57,-0.06999999,-10.76923,7.0,2044,0.27722890747070306,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00549000,2025-07-18,549.0,0.59,0.57,0.58,-0.050000012,-7.8125024,117.0,5279,0.2749095947265625,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00550000,2025-07-18,550.0,0.6,0.59,0.6,-0.049999952,-7.6923003,1580.0,55238,0.273444765625,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00551000,2025-07-17,551.0,0.65,0.6,0.61,-0.030000031,-4.4117694,117.0,2420,0.2712475219726562,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00552000,2025-07-18,552.0,0.62,0.61,0.62,-0.06999999,-10.144927,41.0,1674,0.2688061401367187,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00553000,2025-07-18,553.0,0.65,0.62,0.63,-0.060000002,-8.450705,16.0,2546,0.2664868273925781,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00554000,2025-07-18,554.0,0.68,0.63,0.64,-0.04000002,-5.555558,30.0,1865,0.2640454455566406,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00555000,2025-07-18,555.0,0.66,0.64,0.65,-0.060000002,-8.333334,217.0,24429,0.2617261328125,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00556000,2025-07-17,556.0,0.75,0.66,0.67,0.0,0.0,15.0,2546,0.2600171655273438,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00557000,2025-07-18,557.0,0.68,0.67,0.68,-0.06999999,-9.333333,53.0,6457,0.25757578369140627,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00558000,2025-07-18,558.0,0.71,0.69,0.7,-0.06999999,-8.974359,336.0,1774,0.2557447473144532,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00559000,2025-07-18,559.0,0.71,0.7,0.71,-0.09000003,-11.250004,122.0,2303,0.25318129638671877,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00560000,2025-07-18,560.0,0.72,0.72,0.73,-0.06999999,-8.860759,1461.0,39962,0.25135026000976557,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00561000,2025-07-18,561.0,0.77,0.73,0.74,-0.060000002,-7.228916,16.0,2911,0.24878680908203127,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00562000,2025-07-18,562.0,0.79,0.75,0.76,-0.060000002,-7.058824,82.0,2381,0.24683370361328127,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00563000,2025-07-18,563.0,0.8,0.77,0.78,-0.06999999,-8.045976,36.0,3943,0.24488059814453128,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00564000,2025-07-18,564.0,0.88,0.79,0.8,-0.00999999,-1.1235945,41.0,3072,0.24292749267578123,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00565000,2025-07-18,565.0,0.82,0.81,0.82,-0.06999999,-7.865168,1707.0,16919,0.24085231811523436,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00566000,2025-07-18,566.0,0.84,0.83,0.84,-0.08000004,-8.695657,95.0,3094,0.2387771435546875,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00567000,2025-07-18,567.0,0.91,0.85,0.86,-0.049999952,-5.2083282,191.0,11172,0.23657989990234374,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00568000,2025-07-18,568.0,0.9,0.87,0.88,-0.09000003,-9.090912,137.0,3048,0.23450472534179687,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00569000,2025-07-18,569.0,0.95,0.89,0.91,-0.060000002,-5.9405947,78.0,3538,0.23279575805664063,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00570000,2025-07-18,570.0,0.93,0.92,0.93,-0.089999974,-8.823526,816.0,39658,0.23053747985839845,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00571000,2025-07-18,571.0,0.97,0.95,0.96,-0.100000024,-9.345796,261.0,1491,0.22876747802734376,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00572000,2025-07-18,572.0,1.02,0.97,0.99,-0.060000062,-5.555561,20.0,5527,0.2269364416503906,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00573000,2025-07-18,573.0,1.02,1.0,1.02,-0.09000003,-8.10811,26.0,4841,0.22504437072753902,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00574000,2025-07-18,574.0,1.08,1.03,1.05,-0.059999943,-5.263153,38.0,1649,0.22315229980468748,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00575000,2025-07-18,575.0,1.08,1.07,1.08,-0.110000014,-9.243698,288.0,54295,0.2210771252441406,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00576000,2025-07-18,576.0,1.18,1.1,1.12,-0.060000062,-4.8387146,211.0,2599,0.21949022705078125,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00577000,2025-07-18,577.0,1.19,1.14,1.15,-0.089999914,-7.0312433,43.0,6232,0.21741505249023438,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00578000,2025-07-18,578.0,1.28,1.17,1.19,-0.05000007,-3.759404,17.0,4147,0.2157060852050781,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00579000,2025-07-18,579.0,1.23,1.21,1.23,-0.100000024,-7.518799,757.0,5220,0.213875048828125,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00580000,2025-07-18,580.0,1.25,1.25,1.27,-0.110000014,-8.088236,3229.0,49485,0.21204401245117185,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00581000,2025-07-18,581.0,1.33,1.3,1.31,-0.07999992,-5.6737533,390.0,1055,0.21009090698242186,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00582000,2025-07-18,582.0,1.41,1.34,1.36,-0.100000024,-6.622518,307.0,5888,0.20850400878906244,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00583000,2025-07-18,583.0,1.41,1.39,1.41,-0.100000024,-6.622518,408.0,3506,0.2067950415039062,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00584000,2025-07-18,584.0,1.46,1.44,1.46,-0.13,-8.1761,626.0,2474,0.20508607421874997,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00585000,2025-07-18,585.0,1.51,1.5,1.51,-0.110000014,-6.7901244,1916.0,62948,0.20319400329589843,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00586000,2025-07-18,586.0,1.55,1.55,1.56,-0.120000005,-7.185629,459.0,1067,0.20130193237304686,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00587000,2025-07-18,587.0,1.63,1.6,1.62,-0.100000024,-5.7803483,470.0,1612,0.19965399963378905,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00588000,2025-07-18,588.0,1.68,1.66,1.68,-0.110000014,-6.145252,388.0,2381,0.1979450323486328,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00589000,2025-07-18,589.0,1.82,1.73,1.74,-0.049999952,-2.673794,713.0,503,0.1961139959716797,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00590000,2025-07-18,590.0,1.79,1.79,1.81,-0.13,-6.7708335,5075.0,68762,0.1945270977783203,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00591000,2025-07-18,591.0,2.01,1.86,1.88,-0.029999971,-1.4705869,525.0,467,0.19281813049316404,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00592000,2025-07-18,592.0,2.03,1.93,1.95,-0.059999943,-2.8708107,21.0,12264,0.19104812866210938,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00593000,2025-07-18,593.0,2.08,2.01,2.03,-0.06000018,-2.8037467,218.0,21707,0.18946123046875002,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00594000,2025-07-18,594.0,2.2,2.09,2.11,-0.03999996,-1.7857125,63.0,473,0.18775226318359373,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00595000,2025-07-18,595.0,2.18,2.17,2.19,-0.109999895,-4.8034887,2628.0,59786,0.18598226135253904,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00596000,2025-07-18,596.0,2.29,2.26,2.28,-0.1500001,-6.147545,4768.0,21017,0.18439536315917968,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00597000,2025-07-18,597.0,2.39,2.35,2.36,-0.07999992,-3.2388632,551.0,831,0.18238122314453126,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00598000,2025-07-18,598.0,2.54,2.44,2.46,-0.06999993,-2.68199,278.0,22713,0.18079432495117187,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00599000,2025-07-18,599.0,2.56,2.54,2.56,-0.11000013,-4.119855,232.0,360,0.17914639221191403,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00600000,2025-07-18,600.0,2.67,2.65,2.66,-0.07999992,-2.9090881,7229.0,87470,0.17731535583496094,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00601000,2025-07-18,601.0,2.79,2.75,2.77,-0.10000014,-3.4602125,44.0,1180,0.17566742309570313,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00602000,2025-07-18,602.0,2.9,2.86,2.88,-0.119999886,-3.973506,624.0,1704,0.17386690399169924,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00603000,2025-07-18,603.0,3.01,2.98,3.0,-0.13000011,-4.140131,234.0,1322,0.17218845397949223,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00604000,2025-07-18,604.0,3.24,3.1,3.12,0.029999971,0.9345786,55.0,821,0.17035741760253909,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00605000,2025-07-18,605.0,3.27,3.23,3.25,-0.06999993,-2.0958064,2674.0,30302,0.16864845031738285,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00606000,2025-07-18,606.0,3.43,3.36,3.39,-0.049999952,-1.4367802,341.0,4728,0.16700051757812504,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00607000,2025-07-18,607.0,3.56,3.5,3.53,-0.10000014,-2.7322443,1062.0,21298,0.1651999984741211,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00608000,2025-07-18,608.0,3.67,3.65,3.67,-0.07999992,-2.1333313,5880.0,5854,0.16327741027832032,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00609000,2025-07-18,609.0,3.82,3.8,3.83,-0.120000124,-3.0456884,137.0,1329,0.16162947753906248,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00610000,2025-07-18,610.0,4.0,3.96,3.99,-0.059999943,-1.4778311,8123.0,63802,0.15979844116210937,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00611000,2025-07-18,611.0,4.18,4.12,4.15,-0.03000021,-0.7125941,151.0,785,0.15784533569335937,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00612000,2025-07-18,612.0,4.42,4.3,4.33,-0.01999998,-0.45045,357.0,7746,0.15610585113525394,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00613000,2025-07-18,613.0,4.51,4.48,4.51,-0.089999676,-1.9565146,168.0,2825,0.15421378021240234,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00614000,2025-07-18,614.0,4.7,4.67,4.7,-0.0800004,-1.6736485,89.0,1516,0.1523217092895508,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00615000,2025-07-18,615.0,4.89,4.87,4.9,-0.099999905,-2.0040061,5617.0,31963,0.15046015563964849,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00616000,2025-07-18,616.0,5.11,5.08,5.11,-0.069999695,-1.3513455,131.0,9387,0.1485680847167969,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00617000,2025-07-18,617.0,5.33,5.3,5.33,-0.17000008,-3.0909104,2188.0,2146,0.14670653106689452,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00618000,2025-07-18,618.0,5.54,5.52,5.55,-0.07000017,-1.247775,504.0,1655,0.14463135650634767,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00619000,2025-07-18,619.0,5.8,5.76,5.79,-0.069999695,-1.192499,2311.0,2311,0.14270876831054688,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00620000,2025-07-18,620.0,6.04,6.01,6.05,-0.03999996,-0.65789413,7209.0,37693,0.14087773193359376,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00625000,2025-07-18,625.0,7.52,7.48,7.52,-0.03000021,-0.39735377,8556.0,20128,0.13123427368164062,False,REGULAR,USD,2025-08-15,PUT
SPY250815P00630000,2025-07-18,630.0,9.41,9.39,9.43,0.019999504,0.21298726,3235.0,13497,0.12195702270507813,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00635000,2025-07-18,635.0,11.88,11.78,12.09,0.05000019,0.42265588,168.0,759,0.11649443084716798,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00640000,2025-07-18,640.0,14.92,14.85,15.66,0.22000027,1.4966005,501.0,1102,0.11795925994873047,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00645000,2025-07-18,645.0,19.2,17.65,19.65,0.9700012,5.320906,29.0,390,0.12024805541992187,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00650000,2025-07-18,650.0,22.62,22.47,22.97,0.24000168,1.0723937,105.0,685,0.09266044067382811,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00655000,2025-07-18,655.0,27.9,26.48,28.56,0.94999886,3.525042,43.0,37,0.12928116821289062,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00660000,2025-07-17,660.0,32.22,31.47,33.51,0.0,0.0,3.0,17,0.1437463555908203,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00665000,2025-07-17,665.0,37.21,36.47,38.48,0.0,0.0,1.0,0,0.15821154296875,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00670000,2025-07-01,670.0,53.24,41.47,43.48,0.0,0.0,1.0,0,0.17322604125976562,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00675000,2025-07-08,675.0,53.81,46.47,48.51,0.0,0.0,3.0,3,0.18909502319335939,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00680000,2025-07-17,680.0,52.27,51.47,53.49,0.0,0.0,1.0,0,0.20264469238281246,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00685000,2025-07-17,685.0,57.67,56.47,58.49,-1.4800034,-2.5021188,6.0,4,0.21656056884765623,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00700000,2025-07-16,700.0,77.49,71.47,73.49,0.0,0.0,1.0,0,0.2569654382324219,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00705000,2025-06-12,705.0,103.3,80.47,82.58,0.0,0.0,2.0,0,0.4049742120361328,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00735000,2024-12-31,735.0,148.01,131.54,135.09,0.0,0.0,,0,0.9168099139404298,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00790000,2025-02-07,790.0,187.04,228.93,230.77,0.0,0.0,4.0,0,1.7894297637939454,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00795000,2025-02-06,795.0,190.5,218.12,221.24,0.0,0.0,1.0,0,1.5698874044799802,True,REGULAR,USD,2025-08-15,PUT
SPY250815P00800000,2024-12-16,800.0,246.92,236.77,241.5,0.0,0.0,3.0,0,1.8142099133300782,True,REGULAR,USD,2025-08-15,PUT
SPY250822P00400000,2025-07-18,400.0,0.11,0.1,0.11,0.0,0.0,6.0,418,0.5644574804687501,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00410000,2025-07-11,410.0,0.16,0.12,0.13,0.0,0.0,1.0,10,0.5459029785156251,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00425000,2025-07-10,425.0,0.17,0.14,0.15,0.0,0.0,,1,0.5127001855468749,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00430000,2025-07-18,430.0,0.16,0.15,0.16,-0.02000001,-11.111116,2.0,10,0.5019581054687501,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00435000,2025-07-18,435.0,0.18,0.16,0.17,0.010000005,5.882356,7.0,216,0.4931691308593751,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00440000,2025-07-17,440.0,0.21,0.17,0.18,0.0,0.0,3.0,6,0.48291532714843755,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00450000,2025-07-17,450.0,0.2,0.2,0.21,-0.019999996,-9.090907,1.0,14,0.463872548828125,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00455000,2025-07-16,455.0,0.31,0.21,0.22,0.0,0.0,1.0,16,0.45264219238281256,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00460000,2025-07-18,460.0,0.23,0.22,0.23,-0.029999986,-11.538456,224.0,8,0.4409235595703125,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00465000,2025-07-18,465.0,0.27,0.24,0.25,-0.00999999,-3.571425,10.0,75585,0.4321345849609375,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00470000,2025-07-15,470.0,0.34,0.26,0.27,0.0,0.0,1.0,135,0.42236905761718746,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00475000,2025-07-09,475.0,0.35,0.27,0.28,0.0,0.0,,1,0.4106504248046875,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00480000,2025-07-18,480.0,0.32,0.29,0.3,-0.030000001,-8.571429,110.0,111,0.40064075927734377,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00485000,2025-07-11,485.0,0.44,0.31,0.32,0.0,0.0,1.0,1,0.39038695556640624,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00490000,2025-07-17,490.0,0.36,0.33,0.34,-0.00999999,-2.7027001,1.0,72,0.379889013671875,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00495000,2025-07-18,495.0,0.37,0.36,0.37,-0.049999982,-11.904758,1.0,39,0.3706117626953125,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00500000,2025-07-17,500.0,0.42,0.38,0.39,-0.02000001,-4.545457,61.0,320,0.35962554443359374,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00505000,2025-07-18,505.0,0.44,0.41,0.42,-0.02000001,-4.3478284,38.0,151127,0.3498600170898437,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00510000,2025-07-18,510.0,0.44,0.44,0.45,-0.03999999,-8.333332,4.0,591,0.33960621337890623,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00515000,2025-07-17,515.0,0.51,0.47,0.48,-0.01999998,-3.7735815,4.0,107,0.32910827148437494,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00520000,2025-07-18,520.0,0.56,0.51,0.52,-0.00999999,-1.7543843,278.0,449,0.3193427441406249,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00525000,2025-07-18,525.0,0.56,0.54,0.56,-0.110000014,-16.417912,5.0,73,0.3092110095214844,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00530000,2025-07-18,530.0,0.59,0.59,0.6,-0.09000003,-13.235299,83.0,154,0.29871306762695304,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00535000,2025-07-17,535.0,0.74,0.64,0.65,0.0,0.0,7.0,293,0.2885813330078124,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00540000,2025-07-18,540.0,0.7,0.69,0.71,-0.050000012,-6.6666684,1010.0,319,0.27893787475585935,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00545000,2025-07-18,545.0,0.8,0.76,0.78,-0.029999971,-3.6144543,87.0,75681,0.26929441650390623,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00550000,2025-07-18,550.0,0.86,0.84,0.85,-0.06999999,-7.526881,119.0,775,0.25916268188476566,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00555000,2025-07-18,555.0,0.96,0.93,0.95,-0.050000012,-4.950496,15.0,399,0.25012956909179684,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00560000,2025-07-18,560.0,1.08,1.05,1.06,-0.059999943,-5.263153,66.0,3439,0.24073024902343748,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00565000,2025-07-18,565.0,1.2,1.19,1.21,-0.099999905,-7.6923003,1479.0,2841,0.23242955078125,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00570000,2025-07-18,570.0,1.39,1.36,1.38,-0.09000003,-6.0810833,480.0,1173,0.22382367980957027,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00575000,2025-07-18,575.0,1.62,1.58,1.6,-0.07000005,-4.1420145,244.0,811,0.215828154296875,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00580000,2025-07-18,580.0,1.86,1.83,1.86,-0.08000004,-4.1237135,140.0,1331,0.20783262878417966,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00585000,2025-07-18,585.0,2.17,2.15,2.17,-0.109999895,-4.824557,108.0,859,0.19974555145263673,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00590000,2025-07-18,590.0,2.54,2.52,2.55,-0.13000011,-4.868918,1214.0,1164,0.19181106048583985,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00595000,2025-07-18,595.0,3.01,2.98,3.0,-0.099999905,-3.215431,182.0,1663,0.18366294860839844,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00596000,2025-07-18,596.0,3.08,3.08,3.11,-0.06000018,-1.9108336,24.0,30,0.18219811950683595,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00597000,2025-07-18,597.0,3.27,3.18,3.21,-0.8499999,-20.631065,110.0,93,0.1804586349487305,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00598000,2025-07-18,598.0,3.42,3.29,3.32,0.00999999,0.29325485,40.0,48,0.17884121948242188,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00599000,2025-07-18,599.0,3.47,3.4,3.43,-0.28999996,-7.712765,107.0,2206,0.1771322521972656,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00600000,2025-07-18,600.0,3.54,3.52,3.55,-0.059999943,-1.6666651,475.0,1255,0.17554535400390625,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00601000,2025-07-18,601.0,3.8,3.64,3.67,0.06999993,1.8766738,20.0,27,0.17383638671875,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00602000,2025-07-18,602.0,3.91,3.77,3.8,0.06000018,1.5584463,14.0,40,0.17221897125244146,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00603000,2025-07-18,603.0,3.94,3.9,3.93,-0.07000017,-1.7456402,8.0,1341,0.17051000396728522,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00604000,2025-07-18,604.0,4.09,4.04,4.07,-0.069999695,-1.6826849,8.0,366,0.1688925885009766,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00605000,2025-07-18,605.0,4.21,4.18,4.21,-0.09000015,-2.0930269,128.0,405,0.16718362121582034,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00606000,2025-07-18,606.0,4.38,4.32,4.36,-0.01999998,-0.45454502,33.0,2198,0.1655051712036133,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00607000,2025-07-18,607.0,4.52,4.47,4.51,-0.38999987,-7.9429708,89.0,576,0.1637351693725586,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00608000,2025-07-18,608.0,4.74,4.63,4.67,0.029999733,0.636937,106.0,717,0.16205671936035154,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00609000,2025-07-18,609.0,4.87,4.8,4.83,-0.03999996,-0.8146632,24.0,210,0.16022568298339845,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00610000,2025-07-18,610.0,5.01,4.97,5.0,-0.12999964,-2.529176,1810.0,2612,0.15845568115234376,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00611000,2025-07-18,611.0,5.17,5.15,5.18,-0.27999973,-5.13761,14.0,46,0.15674671386718753,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00612000,2025-07-18,612.0,5.36,5.33,5.37,-0.059999943,-1.10701,21.0,71,0.1550377465820313,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00613000,2025-07-18,613.0,5.66,5.52,5.56,0.009999752,0.17698675,10.0,53,0.15320671020507814,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00614000,2025-07-18,614.0,5.84,5.72,5.76,0.07999992,1.3888875,30.0,222,0.15143670837402345,False,REGULAR,USD,2025-08-22,PUT
SPY250822P00615000,2025-07-18,615.0,5.98,5.93,5.97,-0.05000019,-0.82919055,309.0,936,0.14963618927001954,False,REGULAR,USD,2025-08-22,PUT
